iter	Logloss
130	0.1856179698
131	0.1853409425
132	0.1851339563
133	0.1847895261
134	0.1845383144
135	0.1842013774
136	0.1840269794
137	0.1839279076
138	0.1837181854
139	0.1835343136
140	0.183293379
141	0.1829398624
142	0.1827221811
143	0.182585945
144	0.1821735374
145	0.1819688809
146	0.181810738
147	0.1816068272
148	0.181355826
149	0.1809189852
150	0.18071068
151	0.180557176
152	0.1801239244
153	0.1800280973
154	0.1798541899
155	0.1796048472
156	0.1794109519
157	0.1792923861
158	0.1790768683
159	0.1789003593
160	0.1787570948
161	0.1787239796
162	0.1786819575
163	0.1784486565
164	0.1783666527
165	0.1782463949
166	0.1782298984
167	0.1779848534
168	0.1778493925
169	0.1775053831
170	0.1768517701
171	0.1766224293
172	0.1764951196
173	0.1763145254
174	0.1761089717
175	0.1758936421
176	0.1757963595
177	0.1756624593
178	0.1755096875
179	0.1751550882
180	0.1749104361
181	0.1748899172
182	0.1746292123
183	0.1745355804
184	0.1743843098
185	0.1742609139
186	0.1740355885
187	0.1738529472
188	0.1737701255
189	0.173481189
190	0.1732631045
191	0.1730726604
192	0.172819286
193	0.1725988227
194	0.1722877069
195	0.172058505
196	0.1719212245
197	0.1717682481
198	0.171641453
199	0.1715496736
200	0.1713587747
201	0.171341647
202	0.1712072716
203	0.1710384717
204	0.1707438836
205	0.1704561601
206	0.1703755426
207	0.1702441873
208	0.1700273412
209	0.1699449563
210	0.169748038
211	0.1696498447
212	0.16942358
213	0.1692725379
214	0.1691563901
215	0.1688551186
216	0.1686679549
217	0.1684752835
218	0.1681759039
219	0.1680368602
220	0.1676698585
221	0.1674315243
222	0.1671979423
223	0.1669694601
224	0.1666899394
225	0.1666097018
226	0.166526649
227	0.1665020467
228	0.1662784262
229	0.1660295792
230	0.1659039544
231	0.1658895329
232	0.1655828155
233	0.1652848757
234	0.165047675
235	0.1650262429
236	0.1649514806
237	0.1648409342
238	0.1646626792
239	0.1643737103
240	0.1641135282
241	0.1640161419
242	0.1637609218
243	0.1637310374
244	0.1635396704
245	0.1634349281
246	0.1633730431
247	0.1632239599
248	0.1630802077
249	0.1628545536
250	0.1626208646
251	0.1622857451
252	0.1620103909
253	0.1618627976
254	0.1618084855
255	0.1616318208
256	0.1614066947
257	0.1612411735
258	0.1611265177
259	0.1610838833
260	0.1607112071
261	0.1604528057
262	0.1601878229
263	0.1599169929
264	0.1599053963
265	0.1597451007
266	0.1596668004
267	0.1594210103
268	0.1594125332
269	0.1592894347
270	0.1590487608
271	0.158804349
272	0.1586479765
273	0.158562491
274	0.1585313316
275	0.1584373364
276	0.1583284597
277	0.1582690072
278	0.1581237453
279	0.158086024
280	0.1579176881
281	0.1577836688
282	0.157573279
283	0.1574172455
284	0.1571418372
285	0.156759923
286	0.1565963086
287	0.1564646057
288	0.1563207562
289	0.1560720769
290	0.1559103487
291	0.1558499776
292	0.1556276283
293	0.155393431
294	0.1551404162
295	0.1549389715
296	0.1548122429
297	0.1547161039
298	0.1544545755
299	0.1543901481
300	0.154241646
301	0.1541892414
302	0.1540694374
303	0.1539121959
304	0.1538861478
305	0.1538320628
306	0.1535614582
307	0.153382133
308	0.1532204641
309	0.1531235879
310	0.1529605334
311	0.1528695057
312	0.1527490709
313	0.1525469214
314	0.1524137136
315	0.1524055297
316	0.1523928722
317	0.152377806
318	0.1521475055
319	0.1519746518
320	0.1518687871
321	0.1516822154
322	0.1515521506
323	0.1514722543
324	0.1513371293
325	0.1511567058
326	0.1509199723
327	0.1507894624
328	0.1505778793
329	0.1504932514
330	0.1503330593
331	0.1502052275
332	0.1500710646
333	0.1498527498
334	0.1496649877
335	0.1496125296
336	0.1494448887
337	0.1493369004
338	0.1492523765
339	0.1490967785
340	0.148992238
341	0.1489224835
342	0.1487534305
343	0.1486923929
344	0.1486834629
345	0.148622023
346	0.1484454002
347	0.1483189625
348	0.1482724455
349	0.1480778407
350	0.1480436652
351	0.1479184439
352	0.1477417604
353	0.1476509411
354	0.1475024893
355	0.1473567913
356	0.1472394894
357	0.1470530883
358	0.1469013803
359	0.1467503557
360	0.1465906406
361	0.1463662089
362	0.1461832925
363	0.1461724005
364	0.1461244956
365	0.1459298345
366	0.1457833488
367	0.1455745773
368	0.1454478495
369	0.1453640854
370	0.1452646133
371	0.1451040302
372	0.1449594444
373	0.1448370493
374	0.1447825003
375	0.1446132231
376	0.1445718964
377	0.1444581982
378	0.1443393776
379	0.1442115289
380	0.1441088055
381	0.144047828
382	0.1439150381
383	0.1437456951
384	0.1436510496
385	0.1435600663
386	0.1433672217
387	0.1432160583
388	0.1431079218
389	0.1430364312
390	0.142895965
391	0.1428028884
392	0.1426945311
393	0.1425841042
394	0.1423880367
395	0.1423827239
396	0.1421758594
397	0.1420723964
398	0.1419170507
399	0.141788506
400	0.1416505004
401	0.1415752742
402	0.1414528427
403	0.1412860064
404	0.1411258829
405	0.1410243176
406	0.140809643
407	0.1407918747
408	0.1407628868
409	0.1406680047
410	0.1404807951
411	0.1404370932
412	0.1403929062
413	0.1403289336
414	0.1402437636
415	0.1401610177
416	0.1401014361
417	0.1398510796
418	0.1397196486
419	0.1396699697
420	0.1395962987
421	0.1395174606
422	0.1393150762
423	0.1392924575
424	0.1392535934
425	0.1391535041
426	0.1391016231
427	0.1390025427
428	0.1389116129
429	0.1387802786
430	0.1386322548
431	0.1384505051
432	0.1384400454
433	0.1383781683
434	0.1382204725
435	0.1380727985
436	0.1378907661
437	0.1377178087
438	0.1376073312
439	0.1374590828
440	0.137211976
441	0.1370949448
442	0.137004821
443	0.1369331967
444	0.1369181736
445	0.1368075924
446	0.1366801204
447	0.1365743928
448	0.1364105375
449	0.1363537004
450	0.1362101438
451	0.1361294506
452	0.1359533238
453	0.1358412564
454	0.1358347712
455	0.1356638569
456	0.1354928634
457	0.1353857417
458	0.1351717659
459	0.1351445058
460	0.1350100895
461	0.1348902102
462	0.1347700488
463	0.1346308354
464	0.1345551528
465	0.1344258574
466	0.1343814812
467	0.1343172373
468	0.1341784155
469	0.134061546
470	0.1339583487
471	0.1339150621
472	0.133806355
473	0.1337833817
474	0.1336233375
475	0.1335479829
476	0.1334395915
477	0.1333222135
478	0.1331903927
479	0.1331201497
480	0.1330365166
481	0.1329236302
482	0.1328447008
483	0.1326854823
484	0.1325449061
485	0.1325011895
486	0.1324008879
487	0.1323245172
488	0.1322365001
489	0.1320701591
490	0.1320546079
491	0.1319190449
492	0.1317491232
493	0.1315880883
494	0.1315051877
495	0.1313821339
496	0.1312387225
497	0.1310905136
498	0.1309682819
499	0.1308201464
