iter	Passed	Remaining
200	15477	23024
201	15541	22928
202	15605	22831
203	15680	22752
204	15759	22677
205	15826	22587
206	15890	22492
207	15955	22398
208	16019	22304
209	16091	22221
210	16177	22157
211	16255	22082
212	16321	21991
213	16385	21897
214	16452	21808
215	16517	21717
216	16614	21667
217	16699	21602
218	16764	21510
219	16828	21417
220	16897	21331
221	16963	21242
222	17028	21151
223	17095	21064
224	17158	20971
225	17220	20877
226	17310	20818
227	17376	20729
228	17440	20638
229	17501	20544
230	17657	20562
231	17800	20562
232	17885	20494
233	17961	20417
234	18070	20376
235	18140	20292
236	18211	20208
237	18282	20126
238	18354	20043
239	18444	19981
240	18513	19896
241	18581	19809
242	18644	19718
243	18705	19625
244	18774	19540
245	18846	19459
246	18961	19421
247	19033	19340
248	19106	19259
249	19183	19183
250	19257	19103
251	19338	19031
252	19404	18944
253	19467	18854
254	19534	18768
255	19598	18680
256	19661	18590
257	19725	18502
258	19794	18418
259	19858	18330
260	19922	18243
261	19988	18157
262	20055	18072
263	20119	17985
264	20183	17898
265	20247	17812
266	20315	17728
267	20379	17641
268	20440	17552
269	20502	17464
270	20567	17379
271	20634	17296
272	20701	17213
273	20783	17142
274	20846	17056
275	20917	16976
276	20992	16899
277	21066	16822
278	21164	16765
279	21268	16710
280	21338	16630
281	21433	16569
282	21506	16490
283	21579	16412
284	21647	16330
285	21718	16250
286	21798	16177
287	21863	16093
288	21929	16010
289	21993	15926
290	22057	15842
291	22215	15824
292	22287	15745
293	22362	15668
294	22433	15589
295	22503	15509
296	22576	15431
297	22647	15351
298	22715	15270
299	22793	15195
300	22863	15115
301	22930	15033
302	22994	14950
303	23059	14867
304	23130	14788
305	23196	14706
306	23265	14625
307	23336	14547
308	23430	14482
309	23645	14492
310	23828	14481
311	23904	14404
312	23992	14333
313	24061	14253
314	24128	14170
315	24191	14086
316	24252	14000
317	24319	13918
318	24525	13915
319	24598	13836
320	24662	13752
321	24727	13669
322	24797	13588
323	24902	13527
324	24969	13445
325	25036	13363
326	25103	13280
327	25178	13203
328	25246	13121
329	25311	13039
330	25377	12956
331	25441	12873
332	25505	12791
333	25568	12707
334	25638	12628
335	25710	12549
336	25779	12468
337	25848	12388
338	25913	12306
339	25983	12227
340	26094	12167
341	26159	12085
342	26224	12003
343	26291	11922
344	26354	11840
345	26416	11757
346	26485	11678
347	26554	11598
348	26622	11518
349	26686	11437
350	26752	11356
351	26816	11274
352	26883	11195
353	26949	11114
354	27020	11036
355	27092	10958
356	27157	10878
357	27230	10800
358	27296	10720
359	27371	10644
360	27452	10570
361	27527	10493
362	27590	10413
363	27656	10333
364	27721	10253
365	27788	10173
366	27879	10103
367	27946	10024
368	28012	9944
369	28081	9866
370	28151	9788
371	28225	9712
372	28312	9639
373	28402	9568
374	28477	9492
375	28552	9416
376	28622	9338
377	28686	9258
378	28760	9182
379	28846	9109
380	28928	9035
381	28999	8958
382	29067	8879
383	29134	8801
384	29198	8721
385	29267	8643
386	29345	8568
387	29412	8490
388	29481	8412
389	29552	8335
390	29623	8258
391	29709	8185
392	29796	8112
393	29869	8036
394	29939	7958
395	30012	7881
396	30079	7804
397	30147	7726
398	30214	7648
399	30281	7570
400	30355	7494
401	30446	7422
402	30559	7355
403	30733	7303
404	30813	7227
405	30888	7151
406	30959	7074
407	31041	6999
408	31126	6925
409	31208	6850
410	31286	6774
411	31353	6696
412	31431	6621
413	31499	6543
414	31572	6466
415	31665	6394
416	31906	6350
417	32007	6278
418	32077	6201
419	32141	6122
420	32206	6043
421	32279	5966
422	32352	5889
423	32420	5811
424	32490	5733
425	32565	5656
426	32631	5578
427	32700	5500
428	32768	5423
429	32831	5344
430	32898	5266
431	32982	5191
432	33056	5115
433	33122	5037
434	33186	4958
435	33250	4880
436	33315	4802
437	33379	4724
438	33446	4647
439	33514	4570
440	33580	4492
441	33647	4415
442	33719	4338
443	33786	4261
444	33854	4184
445	33920	4106
446	33986	4029
447	34049	3952
448	34117	3875
449	34186	3798
450	34250	3721
451	34322	3644
452	34392	3568
453	34459	3491
454	34525	3414
455	34587	3337
456	34655	3260
457	34732	3185
458	34802	3108
459	34879	3032
460	34949	2956
461	35014	2879
462	35087	2803
463	35156	2727
464	35260	2654
465	35373	2580
466	35444	2504
467	35516	2428
468	35593	2352
469	35661	2276
470	35728	2199
471	35794	2123
472	35861	2047
473	35924	1970
474	35989	1894
475	36054	1817
476	36119	1741
477	36183	1665
478	36244	1589
479	36316	1513
480	36380	1437
481	36448	1361
482	36511	1285
483	36573	1209
484	36634	1133
485	36700	1057
486	36761	981
487	36823	905
488	36887	829
489	36952	754
490	37015	678
491	37078	602
492	37142	527
493	37205	451
494	37268	376
495	37330	301
496	37391	225
497	37454	150
498	37525	75
499	37643	0
